Local time,Ask,Bid,AskVolume,BidVolume
08.10.2022 00:07:39.568 GMT+0800,141.988,141.97299999999998,1.2,2.4
08.10.2022 00:07:40.126 GMT+0800,141.988,141.97299999999998,1.2,2.4
08.10.2022 00:07:40.228 GMT+0800,141.98600000000002,141.971,1.94,1.44
08.10.2022 00:07:40.329 GMT+0800,141.985,141.97,3.74,1.8
08.10.2022 00:07:40.603 GMT+0800,141.983,141.968,1.2,1.34
08.10.2022 00:07:40.806 GMT+0800,141.981,141.967,1.2,3.3
08.10.2022 00:07:40.958 GMT+0800,141.982,141.97,1.34,1.2
08.10.2022 00:07:41.151 GMT+0800,141.982,141.969,1.32,1.2
08.10.2022 00:07:41.253 GMT+0800,141.981,141.969,1.8,1.2
08.10.2022 00:07:41.354 GMT+0800,141.981,141.967,1.2,1.8
08.10.2022 00:07:41.809 GMT+0800,141.981,141.968,1.2,1.2
08.10.2022 00:07:41.918 GMT+0800,141.984,141.966,1.94,4.2
08.10.2022 00:07:42.106 GMT+0800,141.983,141.968,2.04,1.2
08.10.2022 00:07:42.207 GMT+0800,141.983,141.967,1.94,3.3
08.10.2022 00:07:42.309 GMT+0800,141.983,141.967,1.8,3.3
08.10.2022 00:07:42.414 GMT+0800,141.983,141.967,1.94,4.64
08.10.2022 00:07:42.580 GMT+0800,141.984,141.967,2.94,6
08.10.2022 00:07:42.631 GMT+0800,141.983,141.966,1.2,5.1
08.10.2022 00:07:42.732 GMT+0800,141.984,141.966,1.2,4.2
08.10.2022 00:07:42.834 GMT+0800,141.984,141.967,2.94,2.4
08.10.2022 00:07:43.258 GMT+0800,141.983,141.968,1.2,1.8
08.10.2022 00:07:43.521 GMT+0800,141.983,141.967,1.94,3.3
08.10.2022 00:07:43.990 GMT+0800,141.982,141.967,1.2,4.2
08.10.2022 00:07:44.378 GMT+0800,141.983,141.967,1.94,5.1
08.10.2022 00:07:44.429 GMT+0800,141.982,141.969,1.2,1.2
08.10.2022 00:07:45.117 GMT+0800,141.982,141.97,1.2,2.94
08.10.2022 00:07:45.219 GMT+0800,141.985,141.971,1.44,1.8
08.10.2022 00:07:45.320 GMT+0800,141.98700000000002,141.972,3.74,2.04
08.10.2022 00:07:45.422 GMT+0800,141.989,141.97299999999998,1.2,2.94
08.10.2022 00:07:45.473 GMT+0800,141.989,141.97299999999998,1.2,2.94
08.10.2022 00:07:45.768 GMT+0800,141.988,141.97299999999998,1.2,2.94
08.10.2022 00:07:47.150 GMT+0800,141.99,141.972,1.94,3.84
08.10.2022 00:07:47.713 GMT+0800,141.989,141.97299999999998,1.94,2.4
08.10.2022 00:07:47.815 GMT+0800,141.99,141.972,1.8,3.84
08.10.2022 00:07:47.967 GMT+0800,141.988,141.976,1.2,1.2
08.10.2022 00:07:48.604 GMT+0800,141.99,141.97299999999998,2.84,4.74
08.10.2022 00:07:48.756 GMT+0800,141.99,141.975,1.34,1.2
08.10.2022 00:07:49.498 GMT+0800,141.991,141.974,1.8,1.2
08.10.2022 00:07:50.422 GMT+0800,141.99,141.974,1.94,2.48
08.10.2022 00:07:50.523 GMT+0800,141.988,141.975,1.2,1.2
08.10.2022 00:07:51.283 GMT+0800,141.988,141.975,1.2,1.8
08.10.2022 00:07:51.385 GMT+0800,141.988,141.97299999999998,1.34,1.8
08.10.2022 00:07:51.575 GMT+0800,141.988,141.97299999999998,1.2,2.04
08.10.2022 00:07:53.282 GMT+0800,141.99,141.972,1.2,2.04
08.10.2022 00:07:53.333 GMT+0800,141.989,141.97299999999998,1.2,2.04
08.10.2022 00:07:54.072 GMT+0800,141.989,141.97299999999998,1.94,2.4
08.10.2022 00:07:54.195 GMT+0800,141.989,141.97299999999998,1.8,2.4
08.10.2022 00:07:54.298 GMT+0800,141.98600000000002,141.971,1.8,1.8
08.10.2022 00:07:54.400 GMT+0800,141.989,141.97299999999998,1.2,2.04
08.10.2022 00:07:54.501 GMT+0800,141.991,141.97299999999998,1.94,1.2
08.10.2022 00:07:55.319 GMT+0800,141.988,141.975,1.2,1.2
08.10.2022 00:07:55.493 GMT+0800,141.98700000000002,141.972,1.94,1.32
08.10.2022 00:07:55.594 GMT+0800,141.98700000000002,141.972,1.94,1.32
08.10.2022 00:07:55.645 GMT+0800,141.98600000000002,141.971,1.2,2.4
08.10.2022 00:07:55.747 GMT+0800,141.985,141.971,1.2,1.8
08.10.2022 00:07:56.160 GMT+0800,141.985,141.971,1.2,1.8
08.10.2022 00:07:56.295 GMT+0800,141.985,141.971,1.2,1.8
08.10.2022 00:07:56.410 GMT+0800,141.985,141.971,1.2,1.8
08.10.2022 00:07:56.636 GMT+0800,141.983,141.97,1.8,1.2
08.10.2022 00:07:56.687 GMT+0800,141.981,141.966,1.2,2.03
08.10.2022 00:07:56.788 GMT+0800,141.98,141.965,1.2,2.94
08.10.2022 00:07:57.283 GMT+0800,141.98,141.966,1.2,1.32
08.10.2022 00:07:57.547 GMT+0800,141.981,141.966,1.2,1.32
08.10.2022 00:07:57.667 GMT+0800,141.982,141.966,2.84,1.2
08.10.2022 00:07:57.718 GMT+0800,141.979,141.967,1.2,1.2
08.10.2022 00:07:57.819 GMT+0800,141.978,141.964,1.2,1.8
08.10.2022 00:07:57.921 GMT+0800,141.979,141.964,1.2,1.8
08.10.2022 00:07:58.430 GMT+0800,141.979,141.964,1.2,1.8
08.10.2022 00:07:58.910 GMT+0800,141.979,141.96200000000002,1.2,3.84
08.10.2022 00:07:59.085 GMT+0800,141.978,141.96200000000002,1.2,3.84
08.10.2022 00:07:59.597 GMT+0800,141.98,141.96200000000002,1.94,1.2
08.10.2022 00:07:59.758 GMT+0800,141.979,141.961,1.2,3.38
08.10.2022 00:07:59.859 GMT+0800,141.977,141.96200000000002,1.2,2.4
08.10.2022 00:07:59.976 GMT+0800,141.976,141.96200000000002,1.2,2.4
08.10.2022 00:08:00.027 GMT+0800,141.977,141.96200000000002,1.2,2.94
08.10.2022 00:08:00.301 GMT+0800,141.979,141.964,1.8,1.92
08.10.2022 00:08:00.403 GMT+0800,141.982,141.967,1.2,2.04
08.10.2022 00:08:00.454 GMT+0800,141.984,141.968,1.8,3.84
08.10.2022 00:08:00.594 GMT+0800,141.985,141.97,1.94,1.8
08.10.2022 00:08:00.848 GMT+0800,141.984,141.97,1.2,2.4
08.10.2022 00:08:01.062 GMT+0800,141.984,141.97,1.2,1.8
08.10.2022 00:08:01.605 GMT+0800,141.98600000000002,141.971,1.34,1.32
08.10.2022 00:08:01.707 GMT+0800,141.98700000000002,141.972,1.2,1.8
08.10.2022 00:08:01.808 GMT+0800,141.988,141.972,2.84,2.04
08.10.2022 00:08:01.910 GMT+0800,141.98600000000002,141.972,1.2,1.8
08.10.2022 00:08:02.315 GMT+0800,141.98700000000002,141.972,1.94,1.8
08.10.2022 00:08:03.103 GMT+0800,141.988,141.97299999999998,1.8,2.04
08.10.2022 00:08:03.205 GMT+0800,141.988,141.97299999999998,1.2,2.94
08.10.2022 00:08:04.061 GMT+0800,141.988,141.97299999999998,1.2,2.94
08.10.2022 00:08:04.163 GMT+0800,141.99,141.97299999999998,1.8,1.2
08.10.2022 00:08:04.264 GMT+0800,141.989,141.97299999999998,1.94,4.2
08.10.2022 00:08:06.493 GMT+0800,141.989,141.97299999999998,1.8,3.84
08.10.2022 00:08:06.594 GMT+0800,141.989,141.974,1.34,1.2
08.10.2022 00:08:07.013 GMT+0800,141.989,141.974,1.34,1.2
08.10.2022 00:08:08.412 GMT+0800,141.989,141.974,1.34,1.2
08.10.2022 00:08:08.514 GMT+0800,141.989,141.97299999999998,1.94,3.84
08.10.2022 00:08:08.698 GMT+0800,141.988,141.97299999999998,1.2,2.4
08.10.2022 00:08:08.800 GMT+0800,141.98700000000002,141.97299999999998,1.2,2.4
08.10.2022 00:08:08.901 GMT+0800,141.98700000000002,141.97299999999998,1.2,2.4
08.10.2022 00:08:09.003 GMT+0800,141.98600000000002,141.97299999999998,1.2,1.2
08.10.2022 00:08:09.104 GMT+0800,141.984,141.969,1.2,5.1
08.10.2022 00:08:09.706 GMT+0800,141.983,141.969,1.2,1.8
08.10.2022 00:08:09.808 GMT+0800,141.982,141.969,1.2,1.8
08.10.2022 00:08:10.213 GMT+0800,141.982,141.968,1.2,1.8
08.10.2022 00:08:10.920 GMT+0800,141.982,141.968,1.8,1.8
08.10.2022 00:08:11.928 GMT+0800,141.984,141.967,1.8,1.94
08.10.2022 00:08:12.636 GMT+0800,141.983,141.968,1.2,1.8
08.10.2022 00:08:12.958 GMT+0800,141.985,141.97,1.94,1.2
08.10.2022 00:08:13.110 GMT+0800,141.984,141.969,1.2,1.2
08.10.2022 00:08:13.627 GMT+0800,141.982,141.969,1.8,1.2
08.10.2022 00:08:13.729 GMT+0800,141.982,141.967,1.94,1.2
08.10.2022 00:08:13.830 GMT+0800,141.982,141.966,1.94,3.3
08.10.2022 00:08:15.190 GMT+0800,141.98,141.966,1.2,2.4
08.10.2022 00:08:15.342 GMT+0800,141.98,141.966,1.2,2.4
08.10.2022 00:08:15.842 GMT+0800,141.982,141.966,3.14,2.94
08.10.2022 00:08:16.045 GMT+0800,141.984,141.968,4.64,1.2
08.10.2022 00:08:16.096 GMT+0800,141.984,141.968,4.64,1.2
08.10.2022 00:08:16.298 GMT+0800,141.983,141.967,1.2,2.4
08.10.2022 00:08:16.501 GMT+0800,141.985,141.967,4.64,1.2
08.10.2022 00:08:17.970 GMT+0800,141.982,141.968,1.2,1.8
08.10.2022 00:08:18.290 GMT+0800,141.982,141.968,1.2,1.8
08.10.2022 00:08:18.576 GMT+0800,141.98,141.968,1.2,1.2
08.10.2022 00:08:18.678 GMT+0800,141.98,141.963,1.2,5.36
08.10.2022 00:08:18.779 GMT+0800,141.981,141.966,1.2,1.2
08.10.2022 00:08:18.881 GMT+0800,141.983,141.969,1.8,2.94
08.10.2022 00:08:18.982 GMT+0800,141.985,141.97,1.94,1.2
08.10.2022 00:08:19.084 GMT+0800,141.985,141.97,1.2,2.04
08.10.2022 00:08:19.185 GMT+0800,141.985,141.97,1.2,2.04
08.10.2022 00:08:19.236 GMT+0800,141.985,141.968,1.2,3.84
08.10.2022 00:08:19.338 GMT+0800,141.98600000000002,141.97,2.84,1.2
08.10.2022 00:08:19.499 GMT+0800,141.984,141.969,1.2,3.84
08.10.2022 00:08:19.880 GMT+0800,141.985,141.97,1.8,1.2
08.10.2022 00:08:19.981 GMT+0800,141.98600000000002,141.97,3.3,1.8
08.10.2022 00:08:20.285 GMT+0800,141.98700000000002,141.971,1.2,1.2
08.10.2022 00:08:20.336 GMT+0800,141.988,141.978,2.4,2.04
08.10.2022 00:08:20.387 GMT+0800,141.996,141.98,3.3,1.8
08.10.2022 00:08:20.438 GMT+0800,141.996,141.98,3.3,1.94
08.10.2022 00:08:20.539 GMT+0800,141.998,141.985,4.2,1.8
08.10.2022 00:08:20.641 GMT+0800,141.998,141.985,1.34,1.94
08.10.2022 00:08:20.742 GMT+0800,141.995,141.983,1.2,1.34
08.10.2022 00:08:20.863 GMT+0800,141.994,141.982,1.2,1.34
08.10.2022 00:08:20.995 GMT+0800,141.996,141.981,1.2,1.8
08.10.2022 00:08:21.151 GMT+0800,141.996,141.982,1.2,1.8
08.10.2022 00:08:21.253 GMT+0800,141.997,141.982,1.2,2.4
08.10.2022 00:08:21.428 GMT+0800,141.996,141.982,1.2,2.4
08.10.2022 00:08:21.719 GMT+0800,141.996,141.982,1.2,1.8
08.10.2022 00:08:21.820 GMT+0800,141.996,141.982,1.2,1.8
08.10.2022 00:08:21.972 GMT+0800,141.995,141.982,1.2,2.4
08.10.2022 00:08:23.498 GMT+0800,141.993,141.982,1.2,1.34
08.10.2022 00:08:23.769 GMT+0800,141.996,141.982,2.84,1.34
08.10.2022 00:08:23.993 GMT+0800,141.996,141.982,1.94,1.8
08.10.2022 00:08:24.787 GMT+0800,141.996,141.982,1.34,1.2
08.10.2022 00:08:24.889 GMT+0800,141.996,141.982,1.34,1.2
08.10.2022 00:08:24.992 GMT+0800,141.997,141.982,1.8,1.2
08.10.2022 00:08:25.094 GMT+0800,141.995,141.98,1.2,1.8
08.10.2022 00:08:25.202 GMT+0800,141.995,141.98,1.2,1.8
08.10.2022 00:08:25.321 GMT+0800,141.996,141.981,1.44,1.2
08.10.2022 00:08:25.422 GMT+0800,141.996,141.981,1.46,1.2
08.10.2022 00:08:25.938 GMT+0800,141.996,141.98,2.48,1.2
08.10.2022 00:08:26.090 GMT+0800,141.994,141.98,1.2,1.8
08.10.2022 00:08:26.192 GMT+0800,141.995,141.98,3.42,1.94
08.10.2022 00:08:26.293 GMT+0800,141.993,141.98,1.2,1.8
08.10.2022 00:08:27.861 GMT+0800,141.98600000000002,141.978,1.34,1.2
08.10.2022 00:08:27.912 GMT+0800,141.98600000000002,141.97299999999998,2.24,1.8
08.10.2022 00:08:27.963 GMT+0800,141.985,141.972,1.2,1.8
08.10.2022 00:08:28.065 GMT+0800,141.98700000000002,141.972,1.2,2.4
08.10.2022 00:08:28.166 GMT+0800,141.98600000000002,141.972,1.2,1.8
08.10.2022 00:08:28.268 GMT+0800,141.988,141.971,2.52,1.34
08.10.2022 00:08:28.370 GMT+0800,141.983,141.97,1.2,1.2
08.10.2022 00:08:28.471 GMT+0800,141.981,141.969,1.2,1.34
08.10.2022 00:08:28.574 GMT+0800,141.984,141.97,1.8,1.8
08.10.2022 00:08:28.726 GMT+0800,141.984,141.97,1.8,1.8
08.10.2022 00:08:28.928 GMT+0800,141.983,141.968,1.8,2.58
08.10.2022 00:08:29.030 GMT+0800,141.983,141.968,1.94,1.2
08.10.2022 00:08:29.081 GMT+0800,141.982,141.967,1.2,4.64
08.10.2022 00:08:29.182 GMT+0800,141.982,141.969,1.2,1.2
08.10.2022 00:08:29.284 GMT+0800,141.982,141.968,1.2,1.34
08.10.2022 00:08:29.385 GMT+0800,141.984,141.97,2.04,1.34
08.10.2022 00:08:29.487 GMT+0800,141.983,141.969,1.2,1.8
08.10.2022 00:08:30.101 GMT+0800,141.982,141.97,1.2,1.2
08.10.2022 00:08:31.091 GMT+0800,141.981,141.969,1.2,1.2
08.10.2022 00:08:31.192 GMT+0800,141.981,141.969,2.4,1.2
08.10.2022 00:08:31.334 GMT+0800,141.98,141.969,1.2,1.2
08.10.2022 00:08:31.435 GMT+0800,141.979,141.966,1.2,1.2
08.10.2022 00:08:31.486 GMT+0800,141.978,141.966,1.2,1.2
08.10.2022 00:08:31.537 GMT+0800,141.98,141.965,1.2,1.8
08.10.2022 00:08:31.914 GMT+0800,141.98,141.966,1.2,1.34
08.10.2022 00:08:32.067 GMT+0800,141.979,141.966,1.2,2.4
08.10.2022 00:08:32.873 GMT+0800,141.98,141.966,1.2,1.8
08.10.2022 00:08:32.974 GMT+0800,141.979,141.967,1.2,1.2
08.10.2022 00:08:33.489 GMT+0800,141.977,141.966,1.2,1.2
08.10.2022 00:08:33.901 GMT+0800,141.979,141.967,1.2,1.34
08.10.2022 00:08:34.002 GMT+0800,141.979,141.967,1.2,1.2
08.10.2022 00:08:34.214 GMT+0800,141.979,141.967,1.2,1.34
08.10.2022 00:08:34.315 GMT+0800,141.98,141.969,1.2,1.2
08.10.2022 00:08:34.366 GMT+0800,141.982,141.969,2.84,1.34
08.10.2022 00:08:34.417 GMT+0800,141.982,141.971,1.94,1.2
08.10.2022 00:08:34.974 GMT+0800,141.981,141.97,1.2,1.2
08.10.2022 00:08:35.077 GMT+0800,141.982,141.97,1.94,1.2
08.10.2022 00:08:35.795 GMT+0800,141.979,141.97,1.2,1.2
08.10.2022 00:08:35.897 GMT+0800,141.98,141.97,1.2,1.2
08.10.2022 00:08:36.156 GMT+0800,141.98,141.97,1.2,1.2
08.10.2022 00:08:36.258 GMT+0800,141.98,141.969,1.2,1.2
08.10.2022 00:08:36.359 GMT+0800,141.98,141.969,1.2,1.2
08.10.2022 00:08:37.568 GMT+0800,141.981,141.969,1.2,1.34
08.10.2022 00:08:37.919 GMT+0800,141.981,141.969,1.2,1.2
08.10.2022 00:08:38.130 GMT+0800,141.982,141.969,3.3,1.34
08.10.2022 00:08:38.232 GMT+0800,141.982,141.969,3.6,1.8
08.10.2022 00:08:38.333 GMT+0800,141.981,141.968,1.2,1.2
08.10.2022 00:08:40.043 GMT+0800,141.979,141.969,1.2,1.2
08.10.2022 00:08:40.144 GMT+0800,141.98,141.969,1.2,1.2
08.10.2022 00:08:40.195 GMT+0800,141.981,141.97,1.2,1.2
08.10.2022 00:08:40.308 GMT+0800,141.98,141.97,1.2,1.2
08.10.2022 00:08:40.410 GMT+0800,141.981,141.97,1.2,1.2
08.10.2022 00:08:40.562 GMT+0800,141.982,141.97,1.94,1.2
08.10.2022 00:08:40.664 GMT+0800,141.982,141.971,1.94,1.2
08.10.2022 00:08:40.765 GMT+0800,141.982,141.97299999999998,1.2,1.2
08.10.2022 00:08:40.816 GMT+0800,141.985,141.97299999999998,1.2,1.2
08.10.2022 00:08:40.918 GMT+0800,141.985,141.975,1.2,1.2
08.10.2022 00:08:41.232 GMT+0800,141.98700000000002,141.976,3.74,1.2
08.10.2022 00:08:41.333 GMT+0800,141.98700000000002,141.976,1.2,1.34
08.10.2022 00:08:41.434 GMT+0800,141.988,141.978,1.2,1.2
08.10.2022 00:08:41.536 GMT+0800,141.98700000000002,141.975,1.32,1.2
08.10.2022 00:08:41.638 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:41.689 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:41.740 GMT+0800,141.984,141.975,1.8,1.2
08.10.2022 00:08:41.841 GMT+0800,141.984,141.974,1.2,1.2
08.10.2022 00:08:42.044 GMT+0800,141.985,141.97299999999998,1.2,1.2
08.10.2022 00:08:42.212 GMT+0800,141.983,141.974,1.2,1.2
08.10.2022 00:08:42.439 GMT+0800,141.984,141.974,1.2,1.2
08.10.2022 00:08:42.490 GMT+0800,141.981,141.972,1.2,1.2
08.10.2022 00:08:42.777 GMT+0800,141.981,141.972,1.2,1.2
08.10.2022 00:08:42.923 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:43.211 GMT+0800,141.983,141.97,1.2,1.2
08.10.2022 00:08:43.313 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:43.616 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:43.718 GMT+0800,141.981,141.971,1.2,1.2
08.10.2022 00:08:43.905 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:45.168 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:45.269 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:46.018 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:46.120 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:46.221 GMT+0800,141.981,141.971,1.2,1.2
08.10.2022 00:08:46.869 GMT+0800,141.982,141.971,1.2,1.2
08.10.2022 00:08:47.585 GMT+0800,141.981,141.971,1.2,1.2
08.10.2022 00:08:47.687 GMT+0800,141.982,141.97299999999998,1.2,1.2
08.10.2022 00:08:47.789 GMT+0800,141.985,141.978,1.2,1.2
08.10.2022 00:08:47.840 GMT+0800,141.98600000000002,141.97299999999998,1.2,1.8
08.10.2022 00:08:47.891 GMT+0800,141.98700000000002,141.97299999999998,1.34,1.32
08.10.2022 00:08:47.992 GMT+0800,141.99,141.977,3.6,1.2
08.10.2022 00:08:48.043 GMT+0800,141.99,141.98,1.8,1.8
08.10.2022 00:08:48.094 GMT+0800,141.993,141.981,1.34,1.34
08.10.2022 00:08:48.145 GMT+0800,141.993,141.982,1.2,1.8
08.10.2022 00:08:48.196 GMT+0800,141.996,141.983,1.94,1.34
08.10.2022 00:08:48.247 GMT+0800,141.996,141.984,1.2,1.8
08.10.2022 00:08:48.349 GMT+0800,141.996,141.984,1.8,1.2
08.10.2022 00:08:48.602 GMT+0800,141.996,141.984,1.2,1.8
08.10.2022 00:08:48.754 GMT+0800,141.996,141.98700000000002,1.34,1.2
08.10.2022 00:08:48.805 GMT+0800,141.999,141.98700000000002,1.2,1.2
08.10.2022 00:08:48.907 GMT+0800,141.993,141.988,1.2,1.2
08.10.2022 00:08:49.009 GMT+0800,141.997,141.985,1.8,1.8
08.10.2022 00:08:49.110 GMT+0800,141.997,141.983,1.2,1.8
08.10.2022 00:08:49.262 GMT+0800,141.998,141.983,1.34,1.8
08.10.2022 00:08:49.313 GMT+0800,141.996,141.983,1.2,1.34
08.10.2022 00:08:49.415 GMT+0800,141.997,141.983,2.4,1.8
08.10.2022 00:08:49.516 GMT+0800,141.997,141.98600000000002,1.94,1.2
08.10.2022 00:08:49.618 GMT+0800,141.998,141.985,1.2,1.34
08.10.2022 00:08:49.922 GMT+0800,141.998,141.98600000000002,1.2,1.34
08.10.2022 00:08:50.046 GMT+0800,141.999,141.98600000000002,1.94,1.2
08.10.2022 00:08:50.148 GMT+0800,141.998,141.98600000000002,1.2,1.34
08.10.2022 00:08:50.706 GMT+0800,141.999,141.98600000000002,1.2,1.8
08.10.2022 00:08:50.808 GMT+0800,142,141.989,1.2,1.34
08.10.2022 00:08:50.909 GMT+0800,142.002,141.989,2.4,1.8
08.10.2022 00:08:51.011 GMT+0800,142,141.988,1.34,1.34
08.10.2022 00:08:51.214 GMT+0800,142.002,141.988,3.6,1.34
08.10.2022 00:08:51.417 GMT+0800,142,141.988,1.2,1.34
08.10.2022 00:08:51.518 GMT+0800,142.001,141.989,3.6,1.34
08.10.2022 00:08:52.052 GMT+0800,142.001,141.99,2.24,1.34
08.10.2022 00:08:52.204 GMT+0800,142.003,141.99,1.94,1.8
08.10.2022 00:08:52.579 GMT+0800,142.004,141.989,2.84,1.34
08.10.2022 00:08:52.847 GMT+0800,142.002,141.989,1.2,1.8
08.10.2022 00:08:52.948 GMT+0800,142.003,141.99,2.84,1.34
08.10.2022 00:08:53.050 GMT+0800,142.003,141.988,1.94,1.34
08.10.2022 00:08:53.157 GMT+0800,142.003,141.988,1.8,1.8
08.10.2022 00:08:53.323 GMT+0800,142.002,141.99,1.34,1.8
08.10.2022 00:08:53.374 GMT+0800,142,141.99,1.2,1.8
08.10.2022 00:08:53.425 GMT+0800,142.005,141.99200000000002,1.8,1.34
08.10.2022 00:08:53.527 GMT+0800,142.005,141.99200000000002,1.34,1.8
08.10.2022 00:08:53.668 GMT+0800,142.005,141.994,1.34,1.2
08.10.2022 00:08:53.981 GMT+0800,142.005,141.994,1.94,1.2
08.10.2022 00:08:54.032 GMT+0800,142.005,141.99200000000002,1.94,1.34
08.10.2022 00:08:54.184 GMT+0800,142.005,141.99200000000002,1.8,1.8
08.10.2022 00:08:56.461 GMT+0800,142.005,141.99200000000002,1.94,1.8
08.10.2022 00:08:56.562 GMT+0800,142.005,141.993,1.2,1.8
08.10.2022 00:08:57.029 GMT+0800,142.005,141.993,1.34,1.34
08.10.2022 00:08:57.449 GMT+0800,142.005,141.991,1.2,1.8
08.10.2022 00:08:57.500 GMT+0800,142.008,141.994,1.98,1.8
08.10.2022 00:08:57.551 GMT+0800,142.007,141.995,1.98,1.8
08.10.2022 00:08:57.653 GMT+0800,142.008,141.995,1.2,1.8
08.10.2022 00:08:57.754 GMT+0800,142.009,141.995,1.94,1.34
08.10.2022 00:08:57.906 GMT+0800,142.008,141.995,1.94,1.8
08.10.2022 00:08:58.131 GMT+0800,142.009,141.994,1.2,1.34
08.10.2022 00:08:58.233 GMT+0800,142.01,141.994,1.8,1.8
08.10.2022 00:08:58.334 GMT+0800,142.009,141.995,1.34,1.8
08.10.2022 00:08:58.553 GMT+0800,142.009,141.996,1.8,1.8
08.10.2022 00:08:58.655 GMT+0800,142.009,141.996,1.94,1.8
08.10.2022 00:08:59.032 GMT+0800,142.008,141.996,1.94,1.2
08.10.2022 00:08:59.133 GMT+0800,142.008,141.995,1.8,1.8
08.10.2022 00:08:59.285 GMT+0800,142.01,141.996,1.94,1.8
08.10.2022 00:08:59.387 GMT+0800,142.009,141.996,1.2,1.8
08.10.2022 00:08:59.489 GMT+0800,142.01,141.996,1.94,1.34
08.10.2022 00:08:59.798 GMT+0800,142.01,141.996,1.94,1.8
08.10.2022 00:09:00.024 GMT+0800,142.01,141.995,1.8,1.8
08.10.2022 00:09:00.126 GMT+0800,142.007,141.994,1.2,1.8
08.10.2022 00:09:00.228 GMT+0800,142.009,141.995,2.84,1.8
08.10.2022 00:09:00.330 GMT+0800,142.009,141.994,3.74,1.8
08.10.2022 00:09:00.394 GMT+0800,142.009,141.994,3.6,1.8
08.10.2022 00:09:00.496 GMT+0800,142.009,141.995,2.7,1.8
08.10.2022 00:09:00.858 GMT+0800,142.008,141.996,1.2,1.34
08.10.2022 00:09:01.010 GMT+0800,142.009,141.996,2.24,1.8
08.10.2022 00:09:01.183 GMT+0800,142.01,141.994,2.84,1.8
08.10.2022 00:09:01.285 GMT+0800,142.008,141.995,1.92,1.2
08.10.2022 00:09:01.336 GMT+0800,142.004,141.99200000000002,1.2,2.24
08.10.2022 00:09:01.438 GMT+0800,142.006,141.99200000000002,1.2,1.34
08.10.2022 00:09:01.539 GMT+0800,142.006,141.993,2.84,1.8
08.10.2022 00:09:01.691 GMT+0800,142.006,141.993,2.24,1.8
08.10.2022 00:09:01.843 GMT+0800,142.008,141.993,1.94,1.8
08.10.2022 00:09:01.945 GMT+0800,142.008,141.996,1.2,1.8
08.10.2022 00:09:02.046 GMT+0800,142.008,141.995,1.34,1.8
08.10.2022 00:09:02.249 GMT+0800,142.008,141.994,1.34,1.8
08.10.2022 00:09:02.300 GMT+0800,142.009,141.994,1.34,1.8
08.10.2022 00:09:02.593 GMT+0800,142.008,141.996,1.2,1.8
08.10.2022 00:09:02.694 GMT+0800,142.008,141.996,1.2,1.8
08.10.2022 00:09:02.745 GMT+0800,142.01,141.996,1.8,1.8
08.10.2022 00:09:02.939 GMT+0800,142.01,141.996,1.94,1.8
08.10.2022 00:09:03.040 GMT+0800,142.01,141.996,1.34,1.8
08.10.2022 00:09:03.142 GMT+0800,142.011,141.996,2.24,1.8
08.10.2022 00:09:03.243 GMT+0800,142.01,141.996,1.2,1.8
08.10.2022 00:09:03.395 GMT+0800,142.01,141.996,1.2,1.8
08.10.2022 00:09:03.497 GMT+0800,142.009,141.994,1.94,1.8
08.10.2022 00:09:04.365 GMT+0800,142.009,141.995,2.7,1.8
08.10.2022 00:09:04.526 GMT+0800,142.009,141.996,1.94,1.34
08.10.2022 00:09:04.628 GMT+0800,142.008,141.996,1.2,1.2
08.10.2022 00:09:04.729 GMT+0800,142.008,141.995,1.2,1.34
08.10.2022 00:09:04.830 GMT+0800,142.009,141.995,1.94,1.8
08.10.2022 00:09:05.210 GMT+0800,142.009,141.995,1.34,1.8
08.10.2022 00:09:05.466 GMT+0800,142.007,141.993,1.8,1.94
08.10.2022 00:09:05.670 GMT+0800,142.005,141.99200000000002,1.2,2.4
08.10.2022 00:09:05.721 GMT+0800,142.007,141.993,1.34,1.8
08.10.2022 00:09:05.823 GMT+0800,142.009,141.994,1.34,1.2
08.10.2022 00:09:05.924 GMT+0800,142.009,141.996,1.2,1.8
08.10.2022 00:09:06.026 GMT+0800,142.01,141.998,1.2,1.2
08.10.2022 00:09:06.128 GMT+0800,142.01,141.995,1.2,1.8
08.10.2022 00:09:06.230 GMT+0800,142.008,141.994,1.2,1.34
08.10.2022 00:09:06.331 GMT+0800,142.005,141.99200000000002,1.2,1.8
08.10.2022 00:09:06.433 GMT+0800,142.004,141.99200000000002,1.2,1.2
08.10.2022 00:09:06.737 GMT+0800,142.005,141.99200000000002,1.2,1.8
08.10.2022 00:09:06.842 GMT+0800,142.005,141.99200000000002,1.2,1.34
08.10.2022 00:09:07.481 GMT+0800,142.007,141.99200000000002,5.1,1.8
