Local time,Ask,Bid,AskVolume,BidVolume
01.10.2022 00:00:09.310 GMT+0800,141.58,141.56799999999998,2.22,1.2
01.10.2022 00:00:09.513 GMT+0800,141.58200000000002,141.567,2.22,1.8
01.10.2022 00:00:09.615 GMT+0800,141.58100000000002,141.57500000000002,2.06,1.2
01.10.2022 00:00:09.666 GMT+0800,141.584,141.573,2.52,1.2
01.10.2022 00:00:10.021 GMT+0800,141.58200000000002,141.573,3.19,1.2
01.10.2022 00:00:10.123 GMT+0800,141.58200000000002,141.572,3.42,1.2
01.10.2022 00:00:10.227 GMT+0800,141.58200000000002,141.572,3.42,1.2
01.10.2022 00:00:10.670 GMT+0800,141.58200000000002,141.56799999999998,3.42,1.2
01.10.2022 00:00:11.227 GMT+0800,141.58,141.566,1.92,3.14
01.10.2022 00:00:11.767 GMT+0800,141.58100000000002,141.569,2.52,1.2
01.10.2022 00:00:11.869 GMT+0800,141.58,141.57,1.32,1.2
01.10.2022 00:00:12.122 GMT+0800,141.58,141.56799999999998,1.32,1.2
01.10.2022 00:00:12.288 GMT+0800,141.58100000000002,141.56799999999998,2.7,1.2
01.10.2022 00:00:12.339 GMT+0800,141.58100000000002,141.57,2.24,1.2
01.10.2022 00:00:12.390 GMT+0800,141.58100000000002,141.567,2.24,1.2
01.10.2022 00:00:12.700 GMT+0800,141.58200000000002,141.564,2.7,1.8
01.10.2022 00:00:13.160 GMT+0800,141.57500000000002,141.565,1.2,1.2
01.10.2022 00:00:13.212 GMT+0800,141.574,141.56,1.2,1.34
01.10.2022 00:00:14.216 GMT+0800,141.574,141.558,2.17,4.94
01.10.2022 00:00:14.286 GMT+0800,141.573,141.556,1.94,1.34
01.10.2022 00:00:14.388 GMT+0800,141.572,141.56,4.94,1.2
01.10.2022 00:00:14.490 GMT+0800,141.572,141.56,2.03,1.2
01.10.2022 00:00:15.430 GMT+0800,141.572,141.559,2.1,1.2
01.10.2022 00:00:15.531 GMT+0800,141.572,141.559,1.2,1.2
01.10.2022 00:00:15.633 GMT+0800,141.573,141.559,2.24,1.2
01.10.2022 00:00:16.329 GMT+0800,141.573,141.558,1.8,1.8
01.10.2022 00:00:17.069 GMT+0800,141.573,141.558,1.34,2.4
01.10.2022 00:00:17.170 GMT+0800,141.573,141.558,1.34,1.8
01.10.2022 00:00:17.373 GMT+0800,141.573,141.558,1.34,2.4
01.10.2022 00:00:17.424 GMT+0800,141.573,141.558,1.34,2.24
01.10.2022 00:00:17.475 GMT+0800,141.574,141.564,1.2,1.2
01.10.2022 00:00:17.578 GMT+0800,141.578,141.566,2.7,1.2
01.10.2022 00:00:17.731 GMT+0800,141.57500000000002,141.566,1.34,1.2
01.10.2022 00:00:17.782 GMT+0800,141.574,141.56,2.4,1.8
01.10.2022 00:00:17.884 GMT+0800,141.574,141.561,1.2,1.8
01.10.2022 00:00:17.985 GMT+0800,141.57500000000002,141.562,1.34,1.8
01.10.2022 00:00:18.087 GMT+0800,141.57500000000002,141.562,1.2,2.7
01.10.2022 00:00:18.288 GMT+0800,141.576,141.562,1.34,2.7
01.10.2022 00:00:18.715 GMT+0800,141.567,141.562,1.2,1.8
01.10.2022 00:00:18.766 GMT+0800,141.571,141.559,1.5,1.8
01.10.2022 00:00:18.817 GMT+0800,141.57,141.558,1.5,1.2
01.10.2022 00:00:18.869 GMT+0800,141.573,141.562,2.24,1.2
01.10.2022 00:00:18.920 GMT+0800,141.574,141.564,2.24,1.2
01.10.2022 00:00:19.023 GMT+0800,141.574,141.564,2.1,1.2
01.10.2022 00:00:19.074 GMT+0800,141.574,141.562,3.3,1.2
01.10.2022 00:00:19.648 GMT+0800,141.573,141.561,1.2,1.2
01.10.2022 00:00:20.418 GMT+0800,141.574,141.561,2.47,1.2
01.10.2022 00:00:20.621 GMT+0800,141.574,141.561,2.17,1.2
01.10.2022 00:00:21.169 GMT+0800,141.574,141.561,2.24,1.2
01.10.2022 00:00:21.220 GMT+0800,141.574,141.55700000000002,3.14,2.7
01.10.2022 00:00:21.327 GMT+0800,141.574,141.55700000000002,3.07,2.7
01.10.2022 00:00:21.378 GMT+0800,141.574,141.559,1.2,2.24
01.10.2022 00:00:21.430 GMT+0800,141.576,141.56,1.2,1.34
01.10.2022 00:00:21.481 GMT+0800,141.577,141.563,3.07,1.8
01.10.2022 00:00:21.583 GMT+0800,141.579,141.564,1.5,1.8
01.10.2022 00:00:21.685 GMT+0800,141.58,141.563,1.2,1.8
01.10.2022 00:00:21.787 GMT+0800,141.579,141.564,1.2,1.2
01.10.2022 00:00:21.838 GMT+0800,141.578,141.561,1.5,1.2
01.10.2022 00:00:22.470 GMT+0800,141.577,141.564,1.2,1.2
01.10.2022 00:00:22.673 GMT+0800,141.578,141.564,2.24,1.2
01.10.2022 00:00:23.029 GMT+0800,141.579,141.564,2.47,1.2
01.10.2022 00:00:23.133 GMT+0800,141.579,141.565,2.47,1.2
01.10.2022 00:00:23.821 GMT+0800,141.579,141.563,2.93,1.34
01.10.2022 00:00:23.973 GMT+0800,141.579,141.563,3.07,1.2
01.10.2022 00:00:24.381 GMT+0800,141.578,141.565,1.8,1.2
01.10.2022 00:00:24.432 GMT+0800,141.579,141.565,1.2,2.7
01.10.2022 00:00:24.584 GMT+0800,141.58,141.567,2.4,1.2
01.10.2022 00:00:24.695 GMT+0800,141.58,141.565,2.4,1.8
01.10.2022 00:00:25.055 GMT+0800,141.58,141.567,2.4,1.2
01.10.2022 00:00:25.208 GMT+0800,141.58,141.569,1.8,1.2
01.10.2022 00:00:25.411 GMT+0800,141.58,141.567,2.84,1.2
01.10.2022 00:00:25.513 GMT+0800,141.58,141.56799999999998,2.84,1.2
01.10.2022 00:00:25.973 GMT+0800,141.58,141.567,2.4,1.2
01.10.2022 00:00:26.024 GMT+0800,141.58,141.565,1.8,1.8
01.10.2022 00:00:26.171 GMT+0800,141.58100000000002,141.565,5.33,1.8
01.10.2022 00:00:26.585 GMT+0800,141.58100000000002,141.56799999999998,5.33,1.2
01.10.2022 00:00:26.838 GMT+0800,141.58100000000002,141.566,5.33,1.2
01.10.2022 00:00:26.890 GMT+0800,141.58100000000002,141.56799999999998,5.33,1.2
01.10.2022 00:00:27.294 GMT+0800,141.58,141.566,2.4,1.2
01.10.2022 00:00:27.446 GMT+0800,141.58,141.565,2.4,1.8
01.10.2022 00:00:27.917 GMT+0800,141.58,141.566,3.3,1.2
01.10.2022 00:00:28.019 GMT+0800,141.579,141.567,1.34,1.2
01.10.2022 00:00:28.811 GMT+0800,141.576,141.565,1.2,1.2
01.10.2022 00:00:28.912 GMT+0800,141.579,141.564,1.2,1.8
01.10.2022 00:00:29.116 GMT+0800,141.578,141.565,1.5,1.2
01.10.2022 00:00:29.167 GMT+0800,141.578,141.563,1.5,1.8
01.10.2022 00:00:29.319 GMT+0800,141.578,141.562,1.5,1.2
01.10.2022 00:00:29.421 GMT+0800,141.578,141.564,1.5,1.2
01.10.2022 00:00:29.472 GMT+0800,141.578,141.562,1.5,1.2
01.10.2022 00:00:29.574 GMT+0800,141.573,141.56,2.84,2.7
01.10.2022 00:00:29.898 GMT+0800,141.573,141.55700000000002,3.97,2.7
01.10.2022 00:00:30.513 GMT+0800,141.571,141.55700000000002,2.24,1.2
01.10.2022 00:00:30.565 GMT+0800,141.571,141.554,2.24,2.24
01.10.2022 00:00:30.666 GMT+0800,141.571,141.556,1.2,1.2
01.10.2022 00:00:31.103 GMT+0800,141.571,141.554,2.24,3.14
01.10.2022 00:00:31.205 GMT+0800,141.569,141.554,1.2,1.8
01.10.2022 00:00:31.459 GMT+0800,141.569,141.554,1.2,1.2
01.10.2022 00:00:32.458 GMT+0800,141.57,141.55200000000002,1.34,2.24
01.10.2022 00:00:32.661 GMT+0800,141.569,141.553,1.5,1.8
01.10.2022 00:00:32.988 GMT+0800,141.569,141.55200000000002,2.54,2.7
01.10.2022 00:00:33.309 GMT+0800,141.569,141.555,1.8,1.2
01.10.2022 00:00:33.411 GMT+0800,141.569,141.553,2.24,1.8
01.10.2022 00:00:33.513 GMT+0800,141.571,141.55700000000002,2.7,1.8
01.10.2022 00:00:33.564 GMT+0800,141.571,141.55700000000002,1.2,1.8
01.10.2022 00:00:33.716 GMT+0800,141.573,141.55700000000002,3.14,1.8
01.10.2022 00:00:33.907 GMT+0800,141.574,141.559,2.84,1.2
01.10.2022 00:00:34.009 GMT+0800,141.574,141.559,1.8,1.2
01.10.2022 00:00:34.365 GMT+0800,141.574,141.56,1.8,1.2
01.10.2022 00:00:34.469 GMT+0800,141.574,141.561,1.2,1.2
01.10.2022 00:00:34.521 GMT+0800,141.576,141.561,2.03,2.7
01.10.2022 00:00:34.623 GMT+0800,141.57500000000002,141.56,2.1,1.2
01.10.2022 00:00:34.724 GMT+0800,141.57500000000002,141.559,3.6,1.2
01.10.2022 00:00:34.826 GMT+0800,141.57500000000002,141.56,2.4,1.2
01.10.2022 00:00:35.194 GMT+0800,141.573,141.558,5.1,1.2
01.10.2022 00:00:35.296 GMT+0800,141.571,141.55700000000002,1.5,1.2
01.10.2022 00:00:35.397 GMT+0800,141.57,141.554,1.5,3.6
01.10.2022 00:00:35.499 GMT+0800,141.571,141.553,1.64,2.7
01.10.2022 00:00:35.550 GMT+0800,141.57,141.556,1.5,1.2
01.10.2022 00:00:35.652 GMT+0800,141.57,141.558,1.2,1.2
01.10.2022 00:00:35.804 GMT+0800,141.569,141.55700000000002,1.2,1.2
01.10.2022 00:00:35.855 GMT+0800,141.567,141.553,1.8,1.2
01.10.2022 00:00:35.907 GMT+0800,141.566,141.555,1.5,1.2
01.10.2022 00:00:36.060 GMT+0800,141.566,141.556,1.5,1.2
01.10.2022 00:00:36.161 GMT+0800,141.567,141.555,2.1,1.2
01.10.2022 00:00:37.027 GMT+0800,141.567,141.554,1.64,1.2
01.10.2022 00:00:38.612 GMT+0800,141.567,141.558,1.64,1.2
01.10.2022 00:00:38.664 GMT+0800,141.571,141.56,1.2,1.2
01.10.2022 00:00:38.715 GMT+0800,141.572,141.558,2.58,1.2
01.10.2022 00:00:38.766 GMT+0800,141.573,141.558,3.83,1.2
01.10.2022 00:00:38.918 GMT+0800,141.573,141.55700000000002,3.9,1.8
01.10.2022 00:00:39.020 GMT+0800,141.573,141.561,1.2,1.2
01.10.2022 00:00:39.071 GMT+0800,141.576,141.562,1.5,1.2
01.10.2022 00:00:39.274 GMT+0800,141.576,141.561,1.5,1.2
01.10.2022 00:00:39.730 GMT+0800,141.576,141.562,1.2,1.2
01.10.2022 00:00:39.882 GMT+0800,141.576,141.563,1.2,1.2
01.10.2022 00:00:40.250 GMT+0800,141.578,141.561,3.97,4.94
01.10.2022 00:00:40.351 GMT+0800,141.578,141.562,3.97,1.2
01.10.2022 00:00:40.453 GMT+0800,141.579,141.562,3.97,1.8
01.10.2022 00:00:41.397 GMT+0800,141.576,141.562,1.5,2.7
01.10.2022 00:00:41.651 GMT+0800,141.576,141.562,2.24,1.2
01.10.2022 00:00:41.803 GMT+0800,141.576,141.56,2.1,1.34
01.10.2022 00:00:41.905 GMT+0800,141.574,141.559,1.5,1.2
01.10.2022 00:00:42.057 GMT+0800,141.574,141.558,1.5,1.8
01.10.2022 00:00:42.109 GMT+0800,141.574,141.56,1.5,1.2
01.10.2022 00:00:42.212 GMT+0800,141.576,141.558,2.1,1.2
01.10.2022 00:00:42.313 GMT+0800,141.57500000000002,141.56,2.1,1.8
01.10.2022 00:00:43.206 GMT+0800,141.574,141.558,1.5,1.2
01.10.2022 00:00:43.485 GMT+0800,141.57500000000002,141.56,1.8,1.34
01.10.2022 00:00:43.865 GMT+0800,141.574,141.559,1.5,3.14
01.10.2022 00:00:43.967 GMT+0800,141.576,141.558,8.1,3.3
01.10.2022 00:00:44.321 GMT+0800,141.57500000000002,141.558,1.5,2.24
01.10.2022 00:00:44.575 GMT+0800,141.576,141.558,8.1,3.3
01.10.2022 00:00:44.677 GMT+0800,141.576,141.55700000000002,1.5,3.14
01.10.2022 00:00:44.778 GMT+0800,141.574,141.558,1.5,1.8
01.10.2022 00:00:44.880 GMT+0800,141.574,141.55700000000002,2.1,3.14
01.10.2022 00:00:44.982 GMT+0800,141.574,141.55700000000002,1.64,3.3
01.10.2022 00:00:45.084 GMT+0800,141.57500000000002,141.556,3,2.24
01.10.2022 00:00:45.388 GMT+0800,141.574,141.55700000000002,1.8,3.14
01.10.2022 00:00:45.439 GMT+0800,141.57,141.558,1.8,1.34
01.10.2022 00:00:45.543 GMT+0800,141.569,141.554,3.53,1.2
01.10.2022 00:00:45.696 GMT+0800,141.57,141.555,3.3,1.2
01.10.2022 00:00:46.122 GMT+0800,141.569,141.554,2.17,2.7
01.10.2022 00:00:46.581 GMT+0800,141.569,141.554,3.07,1.2
01.10.2022 00:00:47.348 GMT+0800,141.569,141.554,3.07,1.2
01.10.2022 00:00:47.486 GMT+0800,141.569,141.554,4.5,1.8
01.10.2022 00:00:47.537 GMT+0800,141.567,141.554,1.64,1.2
01.10.2022 00:00:47.740 GMT+0800,141.56799999999998,141.554,5.24,1.2
01.10.2022 00:00:48.650 GMT+0800,141.56799999999998,141.554,2.7,1.8
01.10.2022 00:00:48.701 GMT+0800,141.56799999999998,141.554,3.9,1.2
01.10.2022 00:00:48.752 GMT+0800,141.569,141.554,2.54,1.2
01.10.2022 00:00:48.854 GMT+0800,141.569,141.555,1.2,1.2
01.10.2022 00:00:48.956 GMT+0800,141.564,141.555,1.2,1.2
01.10.2022 00:00:49.007 GMT+0800,141.561,141.55100000000002,1.2,1.2
01.10.2022 00:00:49.109 GMT+0800,141.562,141.549,1.8,1.2
01.10.2022 00:00:49.160 GMT+0800,141.562,141.54600000000002,2.63,2.7
01.10.2022 00:00:49.262 GMT+0800,141.563,141.547,1.8,1.2
01.10.2022 00:00:49.516 GMT+0800,141.563,141.54600000000002,2.1,1.2
01.10.2022 00:00:49.618 GMT+0800,141.563,141.54500000000002,5.4,3.14
01.10.2022 00:00:49.857 GMT+0800,141.563,141.544,2.7,1.2
01.10.2022 00:00:49.959 GMT+0800,141.563,141.543,4.5,2.24
01.10.2022 00:00:50.111 GMT+0800,141.562,141.54500000000002,6.3,1.2
01.10.2022 00:00:50.417 GMT+0800,141.563,141.543,7.2,3.14
01.10.2022 00:00:50.519 GMT+0800,141.559,141.542,2.7,1.2
01.10.2022 00:00:50.621 GMT+0800,141.559,141.543,2.7,1.2
01.10.2022 00:00:51.109 GMT+0800,141.558,141.543,1.34,1.2
01.10.2022 00:00:51.210 GMT+0800,141.559,141.543,3.83,1.8
01.10.2022 00:00:51.699 GMT+0800,141.559,141.544,4.73,1.2
01.10.2022 00:00:51.801 GMT+0800,141.558,141.542,1.2,3.14
01.10.2022 00:00:52.156 GMT+0800,141.558,141.542,3,1.2
01.10.2022 00:00:52.210 GMT+0800,141.558,141.544,2.1,1.2
01.10.2022 00:00:52.784 GMT+0800,141.558,141.542,2.1,1.2
01.10.2022 00:00:53.191 GMT+0800,141.558,141.541,3.9,1.34
01.10.2022 00:00:53.353 GMT+0800,141.556,141.541,2.54,1.2
01.10.2022 00:00:53.455 GMT+0800,141.55700000000002,141.54,4.5,1.8
01.10.2022 00:00:53.557 GMT+0800,141.549,141.537,1.2,4.98
01.10.2022 00:00:53.608 GMT+0800,141.547,141.535,1.2,1.2
01.10.2022 00:00:53.660 GMT+0800,141.547,141.532,1.2,2.1
01.10.2022 00:00:53.764 GMT+0800,141.549,141.534,5.24,1.2
01.10.2022 00:00:53.815 GMT+0800,141.547,141.532,1.34,1.2
01.10.2022 00:00:53.916 GMT+0800,141.549,141.533,6,1.2
01.10.2022 00:00:54.018 GMT+0800,141.547,141.531,4.43,2.24
01.10.2022 00:00:54.316 GMT+0800,141.549,141.532,6.3,1.2
01.10.2022 00:00:54.517 GMT+0800,141.549,141.532,6.3,1.2
01.10.2022 00:00:54.705 GMT+0800,141.55,141.53,6.3,4.94
01.10.2022 00:00:54.809 GMT+0800,141.549,141.531,6.3,4.64
01.10.2022 00:00:54.911 GMT+0800,141.547,141.531,1.8,3.74
01.10.2022 00:00:54.962 GMT+0800,141.54500000000002,141.531,2.1,1.34
01.10.2022 00:00:55.014 GMT+0800,141.544,141.529,1.8,1.2
01.10.2022 00:00:55.115 GMT+0800,141.544,141.53,2.03,1.2
01.10.2022 00:00:55.217 GMT+0800,141.544,141.529,2.03,1.2
01.10.2022 00:00:55.365 GMT+0800,141.54600000000002,141.532,2.63,1.2
01.10.2022 00:00:55.466 GMT+0800,141.547,141.531,3.14,1.8
01.10.2022 00:00:55.568 GMT+0800,141.547,141.531,3.14,1.8
01.10.2022 00:00:55.727 GMT+0800,141.54600000000002,141.529,6.3,1.8
01.10.2022 00:00:55.828 GMT+0800,141.54500000000002,141.528,2.1,5.1
01.10.2022 00:00:55.981 GMT+0800,141.542,141.52700000000002,1.2,2.7
01.10.2022 00:00:56.082 GMT+0800,141.539,141.524,1.8,1.8
01.10.2022 00:00:56.185 GMT+0800,141.539,141.526,2.4,1.2
01.10.2022 00:00:56.236 GMT+0800,141.537,141.52200000000002,1.8,3.14
01.10.2022 00:00:56.338 GMT+0800,141.537,141.52200000000002,1.8,4.04
01.10.2022 00:00:56.439 GMT+0800,141.537,141.52200000000002,1.8,4.04
01.10.2022 00:00:56.541 GMT+0800,141.537,141.525,1.34,1.2
01.10.2022 00:00:56.643 GMT+0800,141.536,141.52200000000002,1.57,1.2
01.10.2022 00:00:56.745 GMT+0800,141.536,141.52100000000002,2.1,1.2
01.10.2022 00:00:56.951 GMT+0800,141.537,141.52200000000002,2.7,1.2
01.10.2022 00:00:57.053 GMT+0800,141.537,141.52200000000002,1.64,1.2
01.10.2022 00:00:57.155 GMT+0800,141.537,141.52200000000002,1.34,1.8
01.10.2022 00:00:57.257 GMT+0800,141.53799999999998,141.52100000000002,2.4,1.2
01.10.2022 00:00:57.941 GMT+0800,141.535,141.52200000000002,1.2,1.2
01.10.2022 00:00:58.043 GMT+0800,141.536,141.525,1.34,1.2
01.10.2022 00:00:58.196 GMT+0800,141.535,141.525,1.8,1.2
01.10.2022 00:00:58.247 GMT+0800,141.535,141.523,1.8,1.2
01.10.2022 00:00:58.399 GMT+0800,141.536,141.523,4.5,1.2
01.10.2022 00:00:58.450 GMT+0800,141.535,141.52,2.1,2.7
01.10.2022 00:00:58.552 GMT+0800,141.533,141.518,2.7,1.2
01.10.2022 00:00:58.654 GMT+0800,141.534,141.518,1.64,1.2
01.10.2022 00:00:58.756 GMT+0800,141.536,141.528,1.8,1.2
01.10.2022 00:00:58.807 GMT+0800,141.536,141.525,1.2,1.2
01.10.2022 00:00:58.908 GMT+0800,141.536,141.52200000000002,1.5,1.8
01.10.2022 00:00:59.491 GMT+0800,141.536,141.519,1.57,1.2
01.10.2022 00:00:59.703 GMT+0800,141.536,141.525,2.7,1.2
01.10.2022 00:00:59.804 GMT+0800,141.536,141.52200000000002,2.7,1.2
01.10.2022 00:01:00.157 GMT+0800,141.536,141.52200000000002,1.8,1.2
01.10.2022 00:01:00.259 GMT+0800,141.536,141.525,1.8,1.2
01.10.2022 00:01:00.462 GMT+0800,141.537,141.523,1.8,1.2
01.10.2022 00:01:00.657 GMT+0800,141.537,141.526,1.2,1.2
01.10.2022 00:01:00.709 GMT+0800,141.54,141.529,1.7,1.2
01.10.2022 00:01:00.811 GMT+0800,141.54,141.52700000000002,2.7,1.2
01.10.2022 00:01:01.088 GMT+0800,141.54,141.525,3.6,1.2
01.10.2022 00:01:01.240 GMT+0800,141.535,141.525,1.2,1.8
01.10.2022 00:01:01.342 GMT+0800,141.536,141.525,2.1,1.2
01.10.2022 00:01:01.393 GMT+0800,141.535,141.52100000000002,1.64,1.2
01.10.2022 00:01:01.445 GMT+0800,141.536,141.52100000000002,1.5,1.8
01.10.2022 00:01:01.496 GMT+0800,141.537,141.526,1.2,1.2
01.10.2022 00:01:01.597 GMT+0800,141.53799999999998,141.52200000000002,1.34,1.2
01.10.2022 00:01:02.109 GMT+0800,141.536,141.523,2.1,1.2
01.10.2022 00:01:02.211 GMT+0800,141.536,141.52100000000002,2.7,1.2
01.10.2022 00:01:02.313 GMT+0800,141.536,141.519,4.5,1.8
01.10.2022 00:01:02.414 GMT+0800,141.536,141.52,4.5,1.8
01.10.2022 00:01:02.617 GMT+0800,141.536,141.52200000000002,3.6,1.2
01.10.2022 00:01:02.820 GMT+0800,141.533,141.51700000000002,3.14,1.85
01.10.2022 00:01:02.922 GMT+0800,141.533,141.51700000000002,3.9,3.65
01.10.2022 00:01:03.635 GMT+0800,141.533,141.51700000000002,2.24,1.85
01.10.2022 00:01:04.698 GMT+0800,141.533,141.51700000000002,1.8,2.75
01.10.2022 00:01:04.800 GMT+0800,141.533,141.518,1.2,1.2
01.10.2022 00:01:04.902 GMT+0800,141.533,141.518,2.4,1.2
01.10.2022 00:01:05.003 GMT+0800,141.532,141.51700000000002,2.4,1.85
01.10.2022 00:01:05.105 GMT+0800,141.532,141.51700000000002,3.6,1.26
01.10.2022 00:01:05.156 GMT+0800,141.533,141.518,3.44,1.2
01.10.2022 00:01:05.258 GMT+0800,141.533,141.51700000000002,3.6,3.65
01.10.2022 00:01:05.360 GMT+0800,141.533,141.52100000000002,2.7,1.2
01.10.2022 00:01:05.411 GMT+0800,141.534,141.52,1.57,1.2
01.10.2022 00:01:06.117 GMT+0800,141.534,141.524,1.2,1.2
01.10.2022 00:01:06.168 GMT+0800,141.53799999999998,141.524,2.84,1.2
01.10.2022 00:01:06.219 GMT+0800,141.537,141.526,1.2,1.2
01.10.2022 00:01:06.321 GMT+0800,141.542,141.529,2.03,1.2
01.10.2022 00:01:06.423 GMT+0800,141.543,141.53,1.8,1.2
01.10.2022 00:01:06.626 GMT+0800,141.544,141.533,1.8,1.2
01.10.2022 00:01:07.082 GMT+0800,141.544,141.535,1.2,1.2
01.10.2022 00:01:07.184 GMT+0800,141.54500000000002,141.535,1.34,1.2
01.10.2022 00:01:07.286 GMT+0800,141.54500000000002,141.535,1.8,1.2
01.10.2022 00:01:07.388 GMT+0800,141.54500000000002,141.534,1.8,1.2
01.10.2022 00:01:08.056 GMT+0800,141.54600000000002,141.539,1.2,1.2
01.10.2022 00:01:08.108 GMT+0800,141.549,141.535,3.78,1.8
01.10.2022 00:01:08.209 GMT+0800,141.55100000000002,141.536,1.5,2.7
01.10.2022 00:01:08.311 GMT+0800,141.55100000000002,141.536,1.5,2.7
01.10.2022 00:01:08.623 GMT+0800,141.553,141.535,2.1,1.8
01.10.2022 00:01:08.857 GMT+0800,141.549,141.534,2.47,2.24
01.10.2022 00:01:08.909 GMT+0800,141.549,141.534,2.1,1.2
01.10.2022 00:01:09.011 GMT+0800,141.548,141.533,2.1,1.2
01.10.2022 00:01:09.163 GMT+0800,141.548,141.533,2.1,1.8
01.10.2022 00:01:09.214 GMT+0800,141.548,141.533,2.1,1.8
01.10.2022 00:01:09.316 GMT+0800,141.549,141.532,2.1,1.2
01.10.2022 00:01:09.418 GMT+0800,141.549,141.53799999999998,2.1,1.2
01.10.2022 00:01:09.671 GMT+0800,141.55,141.53799999999998,2.7,1.2
01.10.2022 00:01:09.823 GMT+0800,141.549,141.53799999999998,1.5,1.2
01.10.2022 00:01:10.184 GMT+0800,141.548,141.53799999999998,1.2,1.2
01.10.2022 00:01:10.285 GMT+0800,141.548,141.539,1.2,1.2
01.10.2022 00:01:10.542 GMT+0800,141.548,141.53799999999998,1.2,1.2
01.10.2022 00:01:10.747 GMT+0800,141.548,141.537,1.2,1.2
01.10.2022 00:01:10.842 GMT+0800,141.548,141.535,1.2,1.8
01.10.2022 00:01:10.944 GMT+0800,141.548,141.536,1.2,1.2
